"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
1,5,2,0,2,0,2,3,4,7
2,3,2,1,3,2,1,3,3,11
6,12,4,10,9,8,5,10,11,13
5,1,6,8,1,7,1,4,11,4
7,11,5,8,4,7,7,7,16,13
9,12,7,15,9,13,7,9,23,19
5,15,5,8,8,9,6,10,17,17
10,12,6,9,13,12,4,13,20,23
0,4,0,1,4,0,1,5,2,7
1,10,1,8,10,6,11,13,14,19
1,4,3,1,5,4,0,5,4,7
6,4,8,7,2,5,6,4,8,6
1,4,0,3,3,0,1,3,2,5
4,14,3,7,10,4,7,13,9,33
4,6,4,4,4,7,2,5,8,7
1,5,3,3,5,1,5,4,4,9
3,8,3,5,7,4,6,5,10,8
0,2,0,1,2,2,0,2,5,6
0,4,1,5,2,1,0,5,5,8
1,6,1,3,2,4,4,5,7,5
1,2,1,1,3,3,2,5,5,7
11,8,5,10,6,13,5,9,20,12
10,16,4,9,8,11,6,7,20,23
10,5,4,12,1,9,3,9,19,11
2,5,1,2,3,2,3,5,3,6
2,5,1,3,6,5,6,3,7,9
2,5,2,2,3,5,3,8,6,15
4,6,2,6,4,6,1,5,8,7
2,4,2,3,3,4,3,4,4,4
0,2,2,5,1,5,2,3,4,5
2,7,2,1,2,3,2,6,4,5
2,9,3,6,4,3,4,5,9,9
5,2,3,6,1,5,3,2,7,5
8,7,4,8,4,8,6,5,14,13
1,4,1,7,1,6,3,4,9,7
4,9,1,8,4,8,4,11,12,13
0,8,2,0,5,4,1,5,6,7
2,9,3,3,7,4,5,8,8,11
2,1,3,2,2,1,2,3,3,4
2,12,1,3,6,6,7,7,9,12
1,4,1,3,2,2,4,5,5,9
1,3,2,2,3,2,2,1,5,3
1,7,0,3,3,4,5,4,5,10
7,10,8,10,11,9,7,13,16,23
2,10,3,5,10,7,8,12,10,25
9,6,4,8,6,8,5,9,15,10
4,4,1,4,1,5,2,7,10,14
0,9,2,3,13,3,4,14,7,21
5,4,5,7,3,7,1,4,11,6
12,13,9,20,13,23,12,9,30,20
5,7,4,7,6,5,5,8,12,11
8,14,5,12,7,13,7,13,24,21
0,3,0,3,2,1,2,4,3,8
14,15,8,20,12,15,8,14,31,30
5,11,3,12,7,11,5,13,17,21
3,8,4,4,5,4,6,8,7,15
5,6,4,6,4,5,3,5,8,6
1,6,3,2,3,3,4,7,5,8
10,8,10,19,7,11,9,13,33,27
15,32,14,29,25,19,17,32,37,60
3,6,3,7,0,4,2,3,11,2
7,11,5,12,6,9,6,12,25,19
5,4,4,4,2,6,4,5,14,8
1,2,1,3,2,3,0,3,7,8
4,10,4,10,7,7,5,11,12,18
4,4,4,3,6,6,2,6,6,14
3,4,5,6,5,9,4,7,18,16
1,5,1,2,5,1,2,7,5,7
3,7,2,9,4,3,7,2,9,10
1,4,2,2,8,9,3,4,7,10
8,8,9,7,7,13,3,7,18,11
1,1,0,2,2,1,0,4,3,5
2,7,0,5,2,3,0,4,8,15
5,7,3,8,3,9,3,2,12,5
2,9,3,7,6,3,6,11,10,12
7,5,2,8,1,6,3,2,19,9
5,2,2,9,1,7,5,1,12,8
2,5,2,3,3,4,2,6,9,8
3,4,3,3,4,1,3,5,7,5
13,10,11,15,9,14,8,11,25,21
4,9,1,8,9,3,5,11,12,14
5,8,5,8,2,3,4,8,13,11
6,7,8,7,5,7,5,9,15,10
4,4,2,7,4,6,4,2,10,7
3,10,1,6,10,11,7,12,15,22
1,10,3,7,3,7,5,3,15,11
6,9,5,10,9,10,8,9,16,20
1,8,0,2,8,2,4,8,4,10
6,12,2,7,6,8,7,12,13,12
3,3,1,5,2,5,2,7,6,9
1,3,2,3,4,1,2,7,9,9
0,3,1,0,3,1,1,4,1,9
2,7,2,5,5,5,2,10,6,10
5,8,1,6,6,4,6,5,7,16
0,6,1,2,5,2,2,6,4,8
3,9,2,5,6,7,3,8,11,14
4,5,4,6,4,6,3,6,6,6
6,7,4,13,4,6,8,17,14,20
2,4,0,2,4,4,0,5,3,8
8,7,4,8,5,7,5,10,16,18
3,8,2,4,6,3,5,5,6,12
8,14,2,6,15,9,10,16,18,40
4,6,3,7,4,7,5,3,10,7
9,5,4,12,4,8,4,5,15,8
5,13,4,5,14,7,5,14,12,21
5,5,4,9,3,9,5,5,12,7
16,19,9,17,16,19,20,25,38,56
1,4,0,1,1,3,0,5,3,4
4,9,3,10,3,10,1,10,12,9
6,11,4,10,7,12,4,11,16,14
7,10,6,9,11,9,6,11,16,18
4,8,6,5,7,6,6,9,10,16
5,4,2,5,1,4,2,0,8,5
0,4,0,0,2,0,1,2,0,5
5,12,4,8,8,10,3,12,12,18
1,4,3,2,3,1,1,3,4,4
9,6,7,13,6,14,6,15,23,17
7,9,4,10,5,9,4,5,12,7
3,3,1,3,7,3,2,6,7,10
1,6,2,2,3,2,5,6,6,6
5,8,3,6,4,1,2,9,12,11
2,20,5,8,16,5,13,19,9,32
5,8,7,5,4,6,5,4,15,6
4,2,3,3,2,3,2,1,6,7
6,2,4,6,2,6,2,5,7,6
4,5,2,5,3,3,2,2,6,5
1,6,1,2,3,2,2,5,5,4
3,4,3,6,5,2,7,9,7,11
1,4,2,4,2,4,2,3,9,3
3,8,3,5,4,4,3,3,10,7
2,9,4,4,6,3,8,5,10,10
12,14,6,10,10,8,13,10,15,16
4,9,3,4,7,3,6,9,7,12
1,9,1,3,7,1,6,12,2,14
3,8,2,6,7,5,5,16,8,23
7,10,3,10,6,9,5,8,15,19
6,15,2,11,9,7,6,10,17,26
1,8,1,6,3,4,3,3,10,10
2,13,1,5,11,5,2,9,7,22
9,7,5,10,8,12,7,9,16,11
1,6,2,3,6,2,5,5,6,10
8,8,4,7,6,9,5,8,17,13
3,10,2,7,9,3,7,12,9,16
11,8,4,7,9,9,5,10,18,20
4,2,3,4,2,5,2,1,7,2
1,5,1,3,5,1,1,11,4,9
1,1,0,3,0,1,3,1,6,2
5,13,4,7,8,7,5,10,14,17
6,10,7,10,6,13,7,7,23,17
4,4,5,4,2,1,3,2,7,5
3,9,2,4,8,8,3,15,9,20
8,8,6,10,10,14,4,8,21,16
9,8,2,9,6,8,4,12,16,15
3,4,1,6,3,7,3,2,12,8
12,10,8,13,8,15,9,16,34,21
8,6,10,5,7,8,5,8,17,15
1,3,2,3,2,2,2,6,4,6
0,3,0,1,2,2,1,3,5,6
4,4,4,5,4,3,7,9,9,8
3,13,2,9,3,9,5,6,16,13
1,6,2,1,4,1,1,6,5,11
4,7,2,8,4,9,6,5,12,8
8,10,8,15,12,10,8,12,27,25
4,8,4,8,3,4,3,3,8,4
2,4,2,3,2,3,0,4,7,8
4,22,6,8,20,10,10,19,19,50
6,16,4,6,12,9,10,19,17,29
1,4,1,2,3,2,1,6,4,7
2,8,1,4,6,3,3,11,8,14
12,12,12,17,3,16,5,7,35,15
0,6,0,2,2,0,0,2,1,2
3,4,3,4,3,4,2,3,9,6
2,6,2,5,3,2,2,7,7,10
10,21,9,14,20,21,11,26,35,41
3,2,5,3,0,7,1,1,10,0
7,12,6,14,7,9,10,8,15,22
4,5,2,4,0,3,3,1,8,2
3,12,3,3,7,2,5,7,5,11
3,3,2,4,1,3,0,4,4,2
5,9,2,3,3,1,7,5,9,7
3,13,3,8,7,7,3,18,12,22
0,4,2,4,2,2,0,3,5,9
7,14,9,10,8,13,6,11,18,13
4,5,7,5,5,9,3,10,16,10
0,2,1,3,1,1,1,2,7,3
1,7,1,5,7,3,6,7,7,12
4,4,0,2,4,1,4,3,6,6
3,11,4,7,4,8,5,11,7,23
0,4,0,2,2,4,1,3,3,4
11,16,7,18,9,10,7,16,19,29
1,7,2,3,4,4,4,4,9,7
11,13,9,15,13,12,7,17,21,22
2,1,3,6,2,2,1,5,6,9
1,4,3,2,5,2,2,5,7,9
11,18,5,23,16,17,10,19,29,26
0,5,0,2,5,1,1,5,2,7
2,5,3,4,4,5,3,4,6,7
1,11,1,4,4,7,4,6,8,13
10,15,5,18,9,10,10,21,18,37
4,5,4,2,4,9,4,10,9,13
14,22,10,26,28,25,11,28,46,57
8,7,7,9,6,7,5,8,12,14
5,4,2,7,3,7,2,4,14,7
2,2,1,2,4,2,2,3,4,5
1,4,1,3,4,3,0,4,6,6
1,10,2,5,3,8,5,7,9,9
1,4,2,3,3,3,5,4,5,7
10,20,7,13,15,6,9,21,25,47
4,9,2,9,9,7,7,13,13,18
1,10,1,1,7,1,5,7,1,12
4,11,3,5,8,7,4,13,8,17
8,12,7,10,16,8,6,16,13,31
1,3,0,6,0,2,1,1,7,1
19,15,18,20,8,14,7,12,36,16
3,5,3,5,2,4,4,11,8,11
5,5,4,4,5,5,5,6,10,9
11,17,9,12,11,14,10,21,25,26
4,4,2,4,1,1,4,4,7,7
3,11,3,4,8,3,4,12,9,20
4,5,3,6,3,2,5,4,13,8
9,12,7,14,8,9,9,14,16,20
2,4,3,2,4,2,3,4,6,11
2,6,2,3,3,4,3,6,12,14
3,9,0,6,3,2,2,5,8,11
3,4,3,4,11,4,5,9,8,16
